6,Stream_1,ats,ES_1,ES_127,731,500,11086
5,Stream_2,ats,ES_1,ES_244,718,500,10390
5,Stream_3,ats,ES_2,ES_205,561,2000,6844
5,Stream_4,ats,ES_2,ES_129,573,500,16827
5,Stream_5,ats,ES_3,ES_229,909,500,4189
6,Stream_6,ats,ES_3,ES_63,831,1000,16906
7,Stream_7,ats,ES_4,ES_111,816,2000,7064
6,Stream_8,ats,ES_4,ES_152,758,1000,3037
0,Stream_9,ats,ES_5,ES_212,608,2000,19724
1,Stream_10,ats,ES_5,ES_206,855,2000,18483
1,Stream_11,ats,ES_6,ES_50,850,2000,8948
5,Stream_12,ats,ES_6,ES_99,727,500,8499
1,Stream_13,ats,ES_7,ES_100,638,500,10179
5,Stream_14,ats,ES_7,ES_158,994,2000,15413
4,Stream_15,ats,ES_8,ES_252,878,1000,5880
4,Stream_16,ats,ES_8,ES_162,840,1000,2216
7,Stream_17,ats,ES_9,ES_62,661,2000,18307
0,Stream_18,ats,ES_9,ES_233,861,500,18501
6,Stream_19,ats,ES_10,ES_7,929,500,6667
0,Stream_20,ats,ES_10,ES_206,769,2000,3540
4,Stream_21,ats,ES_11,ES_207,721,2000,18872
4,Stream_22,ats,ES_11,ES_185,622,500,5492
0,Stream_23,ats,ES_12,ES_71,569,1000,14619
4,Stream_24,ats,ES_12,ES_171,552,500,16961
3,Stream_25,ats,ES_13,ES_9,938,500,17875
5,Stream_26,ats,ES_13,ES_176,529,500,18889
3,Stream_27,ats,ES_14,ES_61,571,500,14840
6,Stream_28,ats,ES_14,ES_192,651,2000,12004
5,Stream_29,ats,ES_15,ES_209,553,500,9129
0,Stream_30,ats,ES_15,ES_118,954,2000,6594
7,Stream_31,ats,ES_16,ES_1,723,2000,13884
4,Stream_32,ats,ES_16,ES_60,977,1000,9209
0,Stream_33,ats,ES_17,ES_55,907,500,8321
7,Stream_34,ats,ES_17,ES_141,714,1000,3032
2,Stream_35,ats,ES_18,ES_118,583,1000,17044
3,Stream_36,ats,ES_18,ES_90,579,500,11861
7,Stream_37,ats,ES_19,ES_152,719,1000,15045
1,Stream_38,ats,ES_19,ES_66,788,1000,2802
5,Stream_39,ats,ES_20,ES_204,945,500,19948
3,Stream_40,ats,ES_20,ES_32,872,2000,16719
0,Stream_41,ats,ES_21,ES_166,780,1000,12058
5,Stream_42,ats,ES_21,ES_4,546,2000,10049
3,Stream_43,ats,ES_22,ES_21,922,1000,5202
1,Stream_44,ats,ES_22,ES_207,620,500,18777
4,Stream_45,ats,ES_23,ES_39,886,2000,18251
6,Stream_46,ats,ES_23,ES_56,909,1000,12285
1,Stream_47,ats,ES_24,ES_194,912,500,7249
3,Stream_48,ats,ES_24,ES_44,832,1000,13523
3,Stream_49,ats,ES_25,ES_169,821,2000,1382
2,Stream_50,ats,ES_25,ES_23,549,1000,7294
1,Stream_51,ats,ES_26,ES_236,620,1000,13638
4,Stream_52,ats,ES_26,ES_71,715,500,3373
2,Stream_53,ats,ES_27,ES_133,965,2000,10954
0,Stream_54,ats,ES_27,ES_64,871,500,4994
7,Stream_55,ats,ES_28,ES_7,715,1000,5116
0,Stream_56,ats,ES_28,ES_143,570,2000,18694
6,Stream_57,ats,ES_29,ES_187,731,2000,3726
