4,Stream_1,ats,ES_1,ES_1240,652,1000,7710
1,Stream_2,ats,ES_1,ES_1519,700,500,4234
6,Stream_3,ats,ES_1,ES_1474,923,1000,15480
5,Stream_4,ats,ES_1,ES_4,988,2000,10543
3,Stream_5,ats,ES_2,ES_1431,726,500,6846
5,Stream_6,ats,ES_2,ES_262,623,500,8225
2,Stream_7,ats,ES_2,ES_1965,942,2000,4935
1,Stream_8,ats,ES_2,ES_2010,913,500,4984
1,Stream_9,ats,ES_3,ES_161,950,500,15564
4,Stream_10,ats,ES_3,ES_184,525,1000,9876
1,Stream_11,ats,ES_3,ES_1860,726,500,9637
2,Stream_12,ats,ES_3,ES_1721,776,1000,18878
6,Stream_13,ats,ES_4,ES_127,836,2000,5437
5,Stream_14,ats,ES_4,ES_1875,596,500,3940
0,Stream_15,ats,ES_4,ES_1093,889,1000,16372
3,Stream_16,ats,ES_4,ES_1236,533,500,10436
3,Stream_17,ats,ES_5,ES_598,996,500,2067
6,Stream_18,ats,ES_5,ES_2027,542,1000,8835
3,Stream_19,ats,ES_5,ES_45,798,2000,12484
6,Stream_20,ats,ES_5,ES_1765,610,2000,9166
1,Stream_21,ats,ES_6,ES_1325,582,2000,5569
6,Stream_22,ats,ES_6,ES_510,900,2000,17355
7,Stream_23,ats,ES_6,ES_1302,676,2000,16627
3,Stream_24,ats,ES_6,ES_404,783,1000,10777
0,Stream_25,ats,ES_7,ES_772,540,1000,17275
6,Stream_26,ats,ES_7,ES_1399,963,1000,1636
2,Stream_27,ats,ES_7,ES_1095,895,2000,2615
1,Stream_28,ats,ES_7,ES_1019,920,2000,1810
6,Stream_29,ats,ES_8,ES_638,589,1000,15707
7,Stream_30,ats,ES_8,ES_837,866,2000,8566
6,Stream_31,ats,ES_8,ES_1724,868,1000,5432
0,Stream_32,ats,ES_8,ES_446,617,500,9660
5,Stream_33,ats,ES_9,ES_17,554,2000,1980
6,Stream_34,ats,ES_9,ES_681,933,1000,11930
3,Stream_35,ats,ES_9,ES_523,885,500,3747
4,Stream_36,ats,ES_9,ES_1738,575,1000,11595
6,Stream_37,ats,ES_10,ES_70,510,500,9980
6,Stream_38,ats,ES_10,ES_1916,789,2000,1751
5,Stream_39,ats,ES_10,ES_670,572,1000,16221
2,Stream_40,ats,ES_10,ES_1915,816,500,19969
2,Stream_41,ats,ES_11,ES_2048,704,500,5037
3,Stream_42,ats,ES_11,ES_22,819,500,16282
