3,Stream_1,ats,ES_1,ES_289,902,1000,13285
6,Stream_2,ats,ES_1,ES_319,849,1000,16954
3,Stream_3,ats,ES_2,ES_149,545,2000,10633
1,Stream_4,ats,ES_2,ES_386,879,1000,10943
2,Stream_5,ats,ES_3,ES_424,818,500,4295
2,Stream_6,ats,ES_3,ES_327,915,2000,6148
4,Stream_7,ats,ES_4,ES_380,538,1000,19868
0,Stream_8,ats,ES_4,ES_221,600,2000,12582
6,Stream_9,ats,ES_5,ES_27,972,2000,5355
4,Stream_10,ats,ES_5,ES_401,585,1000,8721
1,Stream_11,ats,ES_6,ES_368,735,1000,15693
6,Stream_12,ats,ES_6,ES_508,578,1000,2429
4,Stream_13,ats,ES_7,ES_299,541,500,13062
4,Stream_14,ats,ES_7,ES_112,798,500,11056
2,Stream_15,ats,ES_8,ES_105,568,2000,6729
2,Stream_16,ats,ES_8,ES_42,935,500,7874
0,Stream_17,ats,ES_9,ES_271,755,500,4977
2,Stream_18,ats,ES_9,ES_46,565,500,10888
4,Stream_19,ats,ES_10,ES_192,625,500,2256
0,Stream_20,ats,ES_10,ES_49,545,1000,11861
0,Stream_21,ats,ES_11,ES_49,539,500,5620
2,Stream_22,ats,ES_11,ES_74,875,500,3302
0,Stream_23,ats,ES_12,ES_397,573,2000,17532
1,Stream_24,ats,ES_12,ES_374,896,2000,8760
0,Stream_25,ats,ES_13,ES_140,708,1000,16468
3,Stream_26,ats,ES_13,ES_223,974,1000,15166
3,Stream_27,ats,ES_14,ES_305,799,1000,18180
2,Stream_28,ats,ES_14,ES_309,622,500,14764
6,Stream_29,ats,ES_15,ES_511,762,500,11217
4,Stream_30,ats,ES_15,ES_93,940,1000,10429
1,Stream_31,ats,ES_16,ES_195,752,500,14522
6,Stream_32,ats,ES_16,ES_115,816,500,17635
7,Stream_33,ats,ES_17,ES_96,868,2000,9459
7,Stream_34,ats,ES_17,ES_161,756,1000,16314
6,Stream_35,ats,ES_18,ES_407,703,2000,9250
0,Stream_36,ats,ES_18,ES_43,721,500,15096
7,Stream_37,ats,ES_19,ES_146,690,2000,8686
1,Stream_38,ats,ES_19,ES_149,997,500,19709
5,Stream_39,ats,ES_20,ES_163,898,500,11530
2,Stream_40,ats,ES_20,ES_470,755,2000,10266
3,Stream_41,ats,ES_21,ES_24,553,2000,12194
0,Stream_42,ats,ES_21,ES_181,897,1000,6817
7,Stream_43,ats,ES_22,ES_299,688,1000,13390
3,Stream_44,ats,ES_22,ES_88,692,1000,17201
4,Stream_45,ats,ES_23,ES_25,639,1000,10533
3,Stream_46,ats,ES_23,ES_488,794,2000,15420
2,Stream_47,ats,ES_24,ES_458,540,500,6418
5,Stream_48,ats,ES_24,ES_248,510,2000,11636
1,Stream_49,ats,ES_25,ES_204,501,1000,12210
4,Stream_50,ats,ES_25,ES_180,534,500,18119
6,Stream_51,ats,ES_26,ES_479,572,1000,3752
0,Stream_52,ats,ES_26,ES_45,614,1000,3291
6,Stream_53,ats,ES_27,ES_311,659,2000,19479
1,Stream_54,ats,ES_27,ES_412,549,1000,15871
6,Stream_55,ats,ES_28,ES_395,889,2000,16338
6,Stream_56,ats,ES_28,ES_49,897,500,10246
5,Stream_57,ats,ES_29,ES_502,996,1000,2536
6,Stream_58,ats,ES_29,ES_398,889,2000,4701
2,Stream_59,ats,ES_30,ES_353,880,2000,11593
2,Stream_60,ats,ES_30,ES_49,973,2000,15102
4,Stream_61,ats,ES_31,ES_133,850,500,19264
7,Stream_62,ats,ES_31,ES_487,914,1000,8013
5,Stream_63,ats,ES_32,ES_192,599,2000,3783
7,Stream_64,ats,ES_32,ES_111,628,500,6408
1,Stream_65,ats,ES_33,ES_344,903,2000,13530
5,Stream_66,ats,ES_33,ES_233,917,1000,12242
5,Stream_67,ats,ES_34,ES_331,887,1000,14998
4,Stream_68,ats,ES_34,ES_489,875,2000,6652
2,Stream_69,ats,ES_35,ES_19,889,1000,13469
6,Stream_70,ats,ES_35,ES_29,909,2000,15424
3,Stream_71,ats,ES_36,ES_182,729,500,16655
3,Stream_72,ats,ES_36,ES_273,727,500,5671
1,Stream_73,ats,ES_37,ES_49,622,1000,12360
4,Stream_74,ats,ES_37,ES_192,758,2000,16041
2,Stream_75,ats,ES_38,ES_63,815,2000,8471
