SW,Switch_1,49
SW,Switch_2,52
SW,Switch_3,33
SW,Switch_4,14
SW,Switch_5,30
SW,Switch_6,17
SW,Switch_7,38
SW,Switch_8,48
SW,Switch_9,33
SW,Switch_10,23
SW,Switch_11,45
SW,Switch_12,53
SW,Switch_13,24
SW,Switch_14,41
SW,Switch_15,39
SW,Switch_16,39
SW,Switch_17,57
SW,Switch_18,51
SW,Switch_19,25
SW,Switch_20,36
SW,Switch_21,40
SW,Switch_22,46
SW,Switch_23,45
SW,Switch_24,54
SW,Switch_25,34
SW,Switch_26,40
SW,Switch_27,54
SW,Switch_28,17
SW,Switch_29,32
SW,Switch_30,48
SW,Switch_31,37
SW,Switch_32,33
SW,Switch_33,40
SW,Switch_34,48
SW,Switch_35,53
SW,Switch_36,39
SW,Switch_37,45
SW,Switch_38,59
SW,Switch_39,57
SW,Switch_40,34
SW,Switch_41,30
SW,Switch_42,49
SW,Switch_43,43
SW,Switch_44,23
SW,Switch_45,22
SW,Switch_46,46
SW,Switch_47,42
SW,Switch_48,32
SW,Switch_49,29
SW,Switch_50,44
SW,Switch_51,38
SW,Switch_52,28
SW,Switch_53,30
SW,Switch_54,34
SW,Switch_55,52
SW,Switch_56,45
SW,Switch_57,38
SW,Switch_58,52
SW,Switch_59,47
SW,Switch_60,23
SW,Switch_61,38
SW,Switch_62,33
SW,Switch_63,48
SW,Switch_64,29
SW,Switch_65,42
SW,Switch_66,44
SW,Switch_67,39
SW,Switch_68,45
SW,Switch_69,43
SW,Switch_70,39
SW,Switch_71,44
SW,Switch_72,57
SW,Switch_73,34
SW,Switch_74,41
SW,Switch_75,47
SW,Switch_76,21
SW,Switch_77,42
SW,Switch_78,44
SW,Switch_79,50
SW,Switch_80,46
SW,Switch_81,29
SW,Switch_82,22
SW,Switch_83,53
SW,Switch_84,53
SW,Switch_85,45
SW,Switch_86,49
SW,Switch_87,43
SW,Switch_88,36
SW,Switch_89,42
SW,Switch_90,46
SW,Switch_91,50
SW,Switch_92,42
SW,Switch_93,34
SW,Switch_94,33
SW,Switch_95,45
