Stream ID,MaxE2EDelay,Path,Deadline
Stream_1,99.03200000000001,ES_1 -> Switch_1 -> Switch_6 -> Switch_350 -> Switch_440 -> Switch_249 -> ES_498,13432.0
Stream_2,160.74854977376953,ES_1 -> Switch_1 -> Switch_677 -> Switch_133 -> Switch_421 -> ES_842,2823.0
Stream_3,100.112270178762,ES_1 -> Switch_1 -> Switch_129 -> Switch_557 -> Switch_109 -> ES_218,17394.0
Stream_4,102.34250243421315,ES_1 -> Switch_1 -> Switch_677 -> Switch_844 -> Switch_994 -> ES_1987,19851.0
Stream_5,164.55833166057613,ES_2 -> Switch_1 -> Switch_659 -> Switch_441 -> Switch_165 -> Switch_290 -> ES_579,3823.0
Stream_6,86.67596087550334,ES_2 -> Switch_1 -> Switch_677 -> Switch_501 -> Switch_166 -> ES_332,13336.0
Stream_7,109.10074424578771,ES_2 -> Switch_1 -> Switch_659 -> Switch_706 -> ES_1412,12163.0
Stream_8,204.70245955316014,ES_2 -> Switch_1 -> Switch_6 -> Switch_259 -> Switch_830 -> Switch_368 -> ES_735,6913.0
Stream_9,166.16295323844898,ES_3 -> Switch_2 -> Switch_252 -> Switch_442 -> Switch_927 -> ES_1854,12439.0
Stream_10,96.42401135822197,ES_3 -> Switch_2 -> Switch_901 -> Switch_917 -> ES_1833,12794.0
Stream_11,120.25277557793832,ES_3 -> Switch_2 -> Switch_252 -> Switch_132 -> Switch_580 -> Switch_150 -> ES_300,6261.0
Stream_12,105.19035328771011,ES_3 -> Switch_2 -> Switch_534 -> Switch_532 -> ES_1064,2400.0
Stream_13,80.9824607443682,ES_4 -> Switch_2 -> Switch_984 -> Switch_928 -> Switch_846 -> ES_1691,13576.0
Stream_14,124.18144605571212,ES_4 -> Switch_2 -> Switch_887 -> Switch_457 -> ES_914,14337.0
Stream_15,124.65300605686753,ES_4 -> Switch_2 -> Switch_585 -> Switch_227 -> Switch_340 -> ES_679,11323.0
Stream_16,129.26454157723342,ES_4 -> Switch_2 -> Switch_239 -> Switch_616 -> Switch_782 -> ES_1563,17503.0
Stream_17,148.53880072401932,ES_5 -> Switch_3 -> Switch_364 -> Switch_670 -> Switch_20 -> Switch_676 -> ES_1351,3169.0
Stream_18,114.24646568191521,ES_5 -> Switch_3 -> Switch_797 -> Switch_12 -> Switch_462 -> ES_924,10777.0
Stream_19,170.79396670053967,ES_5 -> Switch_3 -> Switch_364 -> Switch_608 -> Switch_8 -> Switch_329 -> ES_658,18454.0
Stream_20,133.02457908720444,ES_5 -> Switch_3 -> Switch_856 -> Switch_956 -> Switch_85 -> Switch_178 -> ES_356,15945.0
Stream_21,114.86083576435672,ES_6 -> Switch_3 -> Switch_724 -> Switch_933 -> Switch_386 -> ES_771,8362.0
