Stream ID,MaxE2EDelay,Path,Deadline
Stream_1,210.2267755584129,ES_1 -> Switch_1 -> Switch_9 -> Switch_10 -> Switch_18 -> Switch_26 -> ES_52,14110.0
Stream_2,411.261476640494,ES_1 -> Switch_1 -> Switch_2 -> Switch_3 -> Switch_4 -> Switch_5 -> Switch_6 -> Switch_7 -> Switch_15 -> Switch_23 -> ES_45,1648.0
Stream_3,143.232,ES_2 -> Switch_1 -> Switch_9 -> Switch_17 -> Switch_25 -> Switch_26 -> Switch_27 -> Switch_28 -> Switch_29 -> ES_57,15754.0
Stream_4,195.38547697931682,ES_2 -> Switch_1 -> Switch_9 -> Switch_17 -> Switch_25 -> Switch_33 -> Switch_34 -> Switch_42 -> ES_83,11280.0
Stream_5,405.5256096522654,ES_3 -> Switch_2 -> Switch_3 -> Switch_4 -> Switch_5 -> Switch_6 -> Switch_7 -> Switch_8 -> Switch_16 -> Switch_24 -> Switch_32 -> Switch_40 -> ES_80,10119.0
Stream_6,135.87199999999999,ES_3 -> Switch_2 -> Switch_3 -> Switch_4 -> Switch_5 -> Switch_13 -> ES_26,8520.0
Stream_7,388.55773916942616,ES_4 -> Switch_2 -> Switch_10 -> Switch_18 -> Switch_19 -> Switch_20 -> Switch_21 -> Switch_22 -> Switch_23 -> Switch_24 -> ES_48,14052.0
Stream_8,287.5911195358482,ES_4 -> Switch_2 -> Switch_10 -> Switch_18 -> Switch_26 -> Switch_34 -> Switch_42 -> Switch_43 -> Switch_44 -> Switch_45 -> ES_90,16818.0
Stream_9,103.12714482159286,ES_5 -> Switch_3 -> Switch_2 -> Switch_10 -> ES_19,10300.0
Stream_10,284.31982401550744,ES_5 -> Switch_3 -> Switch_2 -> Switch_10 -> Switch_18 -> Switch_26 -> Switch_34 -> Switch_42 -> ES_84,1832.0
Stream_11,130.95102140852808,ES_6 -> Switch_3 -> Switch_2 -> Switch_10 -> Switch_18 -> Switch_26 -> Switch_34 -> Switch_42 -> ES_84,7652.0
Stream_12,379.05594976318,ES_6 -> Switch_3 -> Switch_11 -> Switch_12 -> Switch_13 -> Switch_14 -> Switch_15 -> Switch_16 -> ES_31,8877.0
Stream_13,237.82429666254848,ES_7 -> Switch_4 -> Switch_12 -> Switch_20 -> Switch_28 -> Switch_29 -> Switch_30 -> ES_59,5548.0
Stream_14,404.51107962868656,ES_7 -> Switch_4 -> Switch_3 -> Switch_2 -> Switch_10 -> Switch_18 -> Switch_26 -> Switch_34 -> Switch_42 -> ES_83,3035.0
Stream_15,367.04927491279176,ES_8 -> Switch_4 -> Switch_5 -> Switch_6 -> Switch_7 -> Switch_8 -> Switch_16 -> Switch_24 -> Switch_32 -> ES_63,1499.0
Stream_16,153.85679525964582,ES_8 -> Switch_4 -> Switch_3 -> Switch_2 -> Switch_10 -> ES_19,8876.0
Stream_17,165.56638430086477,ES_9 -> Switch_5 -> Switch_13 -> Switch_14 -> Switch_15 -> ES_30,6994.0
Stream_18,172.4844949455909,ES_9 -> Switch_5 -> Switch_4 -> Switch_12 -> Switch_20 -> Switch_28 -> Switch_36 -> ES_72,3784.0
Stream_19,287.37126980559054,ES_10 -> Switch_5 -> Switch_4 -> Switch_3 -> Switch_11 -> Switch_19 -> Switch_27 -> Switch_35 -> ES_69,7637.0
Stream_20,209.50615256419306,ES_10 -> Switch_5 -> Switch_6 -> Switch_7 -> Switch_8 -> Switch_16 -> Switch_24 -> Switch_32 -> Switch_40 -> Switch_48 -> ES_95,3558.0
Stream_21,243.69347956850515,ES_11 -> Switch_6 -> Switch_14 -> Switch_22 -> Switch_30 -> Switch_31 -> Switch_32 -> ES_63,7660.0
Stream_22,176.13206345170352,ES_11 -> Switch_6 -> Switch_14 -> Switch_22 -> Switch_30 -> Switch_38 -> Switch_46 -> ES_91,6222.0
Stream_23,116.73114054927304,ES_12 -> Switch_6 -> Switch_14 -> Switch_22 -> Switch_30 -> Switch_31 -> Switch_32 -> Switch_40 -> Switch_48 -> ES_95,6074.0
Stream_24,39.61087170248359,ES_12 -> Switch_6 -> Switch_14 -> ES_28,8942.0
Stream_25,183.79999999999998,ES_13 -> Switch_7 -> Switch_6 -> Switch_5 -> Switch_4 -> Switch_12 -> Switch_20 -> Switch_28 -> Switch_36 -> Switch_44 -> ES_88,1078.0
Stream_26,217.888,ES_13 -> Switch_7 -> Switch_6 -> Switch_5 -> Switch_4 -> Switch_3 -> Switch_2 -> Switch_1 -> Switch_9 -> Switch_17 -> Switch_25 -> ES_49,17727.0
Stream_27,423.02962782866757,ES_14 -> Switch_7 -> Switch_6 -> Switch_5 -> Switch_4 -> Switch_3 -> Switch_2 -> Switch_1 -> Switch_9 -> ES_17,6743.0
Stream_28,365.52600682452004,ES_14 -> Switch_7 -> Switch_6 -> Switch_5 -> Switch_4 -> Switch_3 -> Switch_2 -> Switch_1 -> Switch_9 -> Switch_17 -> Switch_25 -> Switch_33 -> ES_65,2385.0
Stream_29,133.04887309484835,ES_15 -> Switch_8 -> Switch_16 -> Switch_24 -> Switch_32 -> ES_63,13612.0
