SW,SW_0,8,0,,,
SW,SW_1,8,0,,,
SW,SW_2,8,0,,,
SW,SW_3,8,0,,,
SW,SW_4,8,0,,,
SW,SW_5,8,0,,,
SW,SW_6,8,0,,,
SW,SW_7,8,0,,,
SW,SW_8,8,0,,,
SW,SW_9,8,0,,,
SW,SW_10,8,0,,,
ES,ES_0,1,0,,,
ES,ES_0,1,0,,,
ES,ES_1,1,0,,,
ES,ES_1,1,0,,,
ES,ES_2,1,0,,,
ES,ES_2,1,0,,,
ES,ES_3,1,0,,,
ES,ES_3,1,0,,,
ES,ES_4,1,0,,,
ES,ES_4,1,0,,,
ES,ES_5,1,0,,,
ES,ES_5,1,0,,,
ES,ES_6,1,0,,,
ES,ES_6,1,0,,,
ES,ES_7,1,0,,,
ES,ES_7,1,0,,,
ES,ES_8,1,0,,,
ES,ES_8,1,0,,,
ES,ES_9,1,0,,,
ES,ES_9,1,0,,,
ES,ES_10,1,0,,,
ES,ES_10,1,0,,,
LINK,Link_3,SW_0,2,ES_0,1,0
LINK,Link_4,SW_0,3,ES_0,1,0
LINK,Link_18,SW_1,5,ES_1,1,0
LINK,Link_19,SW_1,6,ES_1,1,0
LINK,Link_47,SW_2,3,ES_2,1,0
LINK,Link_48,SW_2,4,ES_2,1,0
LINK,Link_62,SW_3,3,ES_3,1,0
LINK,Link_63,SW_3,4,ES_3,1,0
LINK,Link_74,SW_4,1,ES_4,1,0
LINK,Link_75,SW_4,2,ES_4,1,0
LINK,Link_82,SW_5,2,ES_5,1,0
LINK,Link_83,SW_5,3,ES_5,1,0
LINK,Link_97,SW_6,4,ES_6,1,0
LINK,Link_98,SW_6,5,ES_6,1,0
LINK,Link_117,SW_7,2,ES_7,1,0
LINK,Link_118,SW_7,3,ES_7,1,0
LINK,Link_126,SW_8,3,ES_8,1,0
LINK,Link_127,SW_8,4,ES_8,1,0
LINK,Link_145,SW_9,4,ES_9,1,0
LINK,Link_146,SW_9,5,ES_9,1,0
LINK,Link_164,SW_10,3,ES_10,1,0
LINK,Link_165,SW_10,4,ES_10,1,0
