SW,Switch_1,4
SW,Switch_2,4
SW,Switch_3,4
SW,Switch_4,4
SW,Switch_5,4
SW,Switch_6,4
SW,Switch_7,4
SW,Switch_8,4
SW,Switch_9,4
SW,Switch_10,4
SW,Switch_11,4
SW,Switch_12,4
SW,Switch_13,4
SW,Switch_14,4
SW,Switch_15,4
SW,Switch_16,4
SW,Switch_17,4
SW,Switch_18,4
SW,Switch_19,4
SW,Switch_20,4
SW,Switch_21,4
SW,Switch_22,4
SW,Switch_23,4
SW,Switch_24,4
SW,Switch_25,4
SW,Switch_26,4
SW,Switch_27,4
SW,Switch_28,4
SW,Switch_29,4
SW,Switch_30,4
SW,Switch_31,4
SW,Switch_32,4
SW,Switch_33,4
SW,Switch_34,4
SW,Switch_35,4
SW,Switch_36,4
SW,Switch_37,4
SW,Switch_38,4
SW,Switch_39,4
SW,Switch_40,4
SW,Switch_41,4
SW,Switch_42,4
SW,Switch_43,4
SW,Switch_44,4
SW,Switch_45,4
SW,Switch_46,4
SW,Switch_47,4
SW,Switch_48,4
SW,Switch_49,4
SW,Switch_50,4
SW,Switch_51,4
SW,Switch_52,4
SW,Switch_53,4
SW,Switch_54,4
SW,Switch_55,4
SW,Switch_56,4
SW,Switch_57,4
SW,Switch_58,4
SW,Switch_59,4
SW,Switch_60,4
SW,Switch_61,4
SW,Switch_62,4
SW,Switch_63,4
SW,Switch_64,4
SW,Switch_65,4
SW,Switch_66,4
SW,Switch_67,4
SW,Switch_68,4
SW,Switch_69,4
SW,Switch_70,4
SW,Switch_71,4
SW,Switch_72,4
SW,Switch_73,4
SW,Switch_74,4
SW,Switch_75,4
SW,Switch_76,4
SW,Switch_77,4
SW,Switch_78,4
SW,Switch_79,4
SW,Switch_80,4
SW,Switch_81,4
SW,Switch_82,4
SW,Switch_83,4
SW,Switch_84,4
SW,Switch_85,4
SW,Switch_86,4
SW,Switch_87,4
SW,Switch_88,4
SW,Switch_89,4
SW,Switch_90,4
SW,Switch_91,4
SW,Switch_92,4
SW,Switch_93,4
SW,Switch_94,4
SW,Switch_95,4
SW,Switch_96,4
